ff,city,state,pop,obese
13,Hammond,IN,493618,33.966666
1,Hanover,IN,32554,31.400000
9,Hartford City,IN,81832,32.800000
3,Haubstadt,IN,274779,32.133333
9,Hebron,IN,706800,33.966666
6,Highland,IN,493618,33.966666
18,Hobart,IN,659300,33.966666
1,Huntingburg,IN,42071,32.600000
19,Huntington,IN,102690,34.766666
270,Indianapolis,IN,1631974,32.433333
7,Jasper,IN,42071,32.600000
8,Jeffersonville,IN,111951,31.533333
11,Kendallville,IN,89903,32.366666
1,Kentland,IN,14044,32.266666
2,Knightstown,IN,66440,32.133333
4,Knox,IN,23213,33.166666
35,Kokomo,IN,135030,34.633333
1,Kouts,IN,165682,30.333333
8,La Porte,IN,111246,31.600000
35,Lafayette,IN,197608,32.533333
4,Lagrange,IN,71645,32.300000
5,Lake Station,IN,659300,33.966666
1,Lapaz,IN,47024,30.733333
7,Lawrence,IN,1279405,31.333333
4,Lawrenceburg,IN,49831,33.066666
7,Lebanon,IN,58944,30.000000
15,Ligonier,IN,284722,32.233333
7,Linton,IN,32940,32.033333
12,Logansport,IN,58676,33.566666
4,Loogootee,IN,42324,31.933333
4,Lowell,IN,493618,33.966666
17,Madison,IN,71561,31.500000
37,Marion,IN,146471,33.900000
30,Martinsville,IN,353566,31.933333
13,Merrillville,IN,493618,33.966666
16,Michigan City,IN,276928,31.600000
4,Middlebury,IN,237140,31.400000
16,Mishawaka,IN,266344,30.000000
5,Mitchell,IN,56338,30.266666
13,Monticello,IN,57645,33.500000
9,Mooresville,IN,219790,32.866666
1,Mount Vernon,IN,25599,31.500000
27,Muncie,IN,179211,32.800000
6,Munster,IN,493618,33.966666
17,Nappanee,IN,590596,31.966666
3,Nashville,IN,235231,31.500000
19,New Albany,IN,187234,31.633333
7,New Castle,IN,49345,30.866666
3,New Haven,IN,360412,32.366666
3,New Palestine,IN,1034381,33.766666
1,New Whiteland,IN,143191,30.066666
6,Newburgh,IN,60463,32.133333
17,Noblesville,IN,419843,35.300000
2,North Judson,IN,36337,33.633333
18,North Manchester,IN,143312,34.766666
6,North Vernon,IN,28161,29.900000
1,Notre Dame,IN,266344,30.000000
1,Oakville,IN,117364,32.566666
4,Paoli,IN,19690,31.966666
10,Pendleton,IN,201281,35.300000
16,Peru,IN,107428,34.766666
2,Petersburg,IN,46224,31.433333
8,Plainfield,IN,150434,32.400000
18,Plymouth,IN,336581,33.166666
10,Portage,IN,165682,30.333333
9,Portland,IN,47181,33.766666
6,Princeton,IN,33458,29.766666
4,Remington,IN,42260,32.633333
18,Rensselaer,IN,71926,33.333333
18,Richmond,IN,68346,29.366666
17,Rochester,IN,183951,33.566666
1,Rockport,IN,20837,31.033333
2,Rockville,IN,17069,29.933333
4,Rolling Prairie,IN,111246,31.600000
7,Rushville,IN,66106,32.133333
1,Saint John,IN,493618,33.966666
4,Salem,IN,27921,30.800000
6,Schererville,IN,493618,33.966666
18,Scottsburg,IN,84266,31.400000
7,Sellersburg,IN,187234,31.633333
32,Seymour,IN,165456,31.566666
8,Shelbyville,IN,44471,33.766666
33,South Bend,IN,266344,30.000000
6,Speedway,IN,918977,31.333333
18,Spencer,IN,195339,34.733333
3,Sullivan,IN,21188,31.566666
10,Syracuse,IN,277228,31.766666
1,Taylorsville,IN,79129,31.500000
4,Tell City,IN,19462,32.200000
47,Terre Haute,IN,135265,35.200000
7,Tipton,IN,305190,31.566666
2,Trafalgar,IN,158274,30.366666
4,Union City,IN,47181,33.766666
25,Valparaiso,IN,276928,31.600000
11,Vincennes,IN,38122,32.300000
13,Wabash,IN,68847,34.766666
2,Wakarusa,IN,465963,30.266666
4,Walkerton,IN,447827,33.166666
2,Wanatah,IN,276928,31.600000
2,Warren,IN,64639,33.900000
9,Warsaw,IN,77609,31.766666
7,Washington,IN,32064,31.933333
33,West Lafayette,IN,210281,33.333333
4,Westfield,IN,289495,25.300000
4,Westville,IN,276928,31.600000
2,Whiteland,IN,143191,30.066666
1,Whitestown,IN,58944,30.000000
2,Whiting,IN,493618,33.966666
6,Winamac,IN,60763,33.633333
3,Winchester,IN,25815,33.766666
1,Yorktown,IN,117364,32.566666
5,Zionsville,IN,1417850,32.433333
5,Abilene,KS,28293,31.600000
6,Andover,KS,65827,32.033333
2,Anthony,KS,5911,29.000000
6,Arkansas City,KS,36288,32.400000
13,Atchison,KS,121361,34.066666
1,Atwood,KS,2560,32.666666
3,Augusta,KS,65827,32.033333
6,Baldwin City,KS,138770,32.333333
4,Baxter Springs,KS,21226,34.266666
2,Belle Plaine,KS,23674,33.633333
1,Belleville,KS,4858,30.500000
2,Beloit,KS,15752,31.200000
9,Bonner Springs,KS,236868,35.833333
1,Burlington,KS,8502,33.433333
1,Caney,KS,34459,31.466666
6,Chanute,KS,38830,33.400000
2,Cherryvale,KS,55743,32.100000
3,Clay Center,KS,90111,31.566666
2,Clearwater,KS,527563,33.633333
9,Coffeyville,KS,55743,32.100000
3,Colby,KS,7941,30.266666
2,Columbus,KS,21226,34.266666
3,Concordia,KS,9397,31.200000
3,Council Grove,KS,46641,32.466666
4,De Soto,KS,559913,25.666666
7,Derby,KS,503889,29.833333
14,Dodge City,KS,36715,32.433333
3,Douglass,KS,606004,32.400000
5,El Dorado,KS,65827,32.033333
1,Elkhart,KS,3169,32.200000
1,Ellsworth,KS,6494,33.133333
24,Emporia,KS,36505,31.300000
1,Eureka,KS,6454,32.500000
2,Fort Leavenwort,KS,77739,31.033333
1,Fort Leavenworth,KS,77739,31.033333
2,Fort Riley,KS,113521,29.766666
9,Fort Scott,KS,54258,34.133333
2,Fredonia,KS,12383,32.866666
1,Frontenac,KS,39361,33.433333
18,Garden City,KS,43230,32.166666
8,Gardner,KS,592525,30.233333
1,Garnett,KS,7917,31.166666
1,Girard,KS,39361,33.433333
3,Goddard,KS,503889,29.833333
3,Goodland,KS,6113,31.433333
13,Great Bend,KS,31915,32.900000
1,Greensburg,KS,2496,30.100000
8,Hays,KS,29053,30.133333
1,Haysville,KS,503889,29.833333
2,Herington,KS,25616,32.266666
2,Hesston,KS,64208,31.200000
2,Hiawatha,KS,9881,33.633333
1,Hill City,KS,2578,31.100000
2,Hillsboro,KS,12347,30.700000
2,Hoisington,KS,34503,32.900000
9,Holton,KS,49207,34.433333
4,Hugoton,KS,29303,33.466666
3,Humboldt,KS,33003,33.400000
13,Hutchinson,KS,74423,34.166666
3,Independence,KS,34459,31.466666
5,Iola,KS,21236,32.766666
19,Junction City,KS,57775,31.600000
32,Kansas City,KS,236868,35.833333
4,Kingman,KS,72301,31.766666
1,Lansing,KS,77739,31.033333
2,Larned,KS,6928,32.900000
32,Lawrence,KS,209548,33.833333
7,Leavenworth,KS,77739,31.033333
2,Leawood,KS,559913,25.666666
2,Lebo,KS,24644,33.733333
13,Lenexa,KS,559913,25.666666
9,Liberal,KS,23547,33.466666
1,Lincoln,KS,3174,29.100000
4,Lindsborg,KS,85344,32.000000
3,Louisburg,KS,32612,30.233333
2,Lyons,KS,9985,34.166666
3,Maize,KS,503889,29.833333
32,Manhattan,KS,135823,31.000000
1,Mankato,KS,3046,32.500000
1,Marion,KS,12347,30.700000
3,Marysville,KS,10022,32.366666
1,McConnell Afb,KS,503889,29.833333
6,McPherson,KS,29356,30.466666
1,Meade,KS,4396,30.666666
1,Medicine Lodge,KS,4861,33.133333
1,Merriam,KS,559913,25.666666
1,Minneapolis,KS,6072,31.566666
8,Mission,KS,559913,25.666666
3,Mulvane,KS,563851,33.633333
1,Neodesha,KS,9105,32.866666
22,Newton,KS,113026,32.033333
2,Norton,KS,5612,31.366666
2,Oakley,KS,10725,31.366666
1,Oberlin,KS,2871,31.300000
25,Olathe,KS,559913,25.666666
2,Osage City,KS,49890,33.733333
3,Osawatomie,KS,67959,32.833333
1,Osborne,KS,3806,31.966666
2,Oswego,KS,42510,34.266666
6,Ottawa,KS,25906,32.333333
35,Overland Park,KS,559913,25.666666
4,Paola,KS,32612,30.233333
5,Park City,KS,503889,29.833333
8,Parsons,KS,37690,33.400000
2,Phillipsburg,KS,10742,31.833333
14,Pittsburg,KS,60587,34.266666
2,Plainville,KS,34276,30.500000
3,Pratt,KS,9728,30.900000
1,Riley,KS,75508,27.666666
2,Roeland Park,KS,559913,25.666666
2,Rose Hill,KS,569716,32.033333
2,Russell,KS,6946,31.100000
2,Sabetha,KS,20013,33.633333
1,Saint Francis,KS,2678,31.333333
31,Salina,KS,62060,32.266666
4,Scott City,KS,42137,32.166666
1,Sedan,KS,3571,29.866666
1,Seneca,KS,10132,29.133333
14,Shawnee,KS,719042,35.833333
4,Shawnee Mission,KS,559913,25.666666
1,Smith Center,KS,3765,30.666666
1,South Hutchinson,KS,64438,31.766666
2,Spring Hill,KS,592525,30.233333
1,Stockton,KS,5223,30.166666
1,Strong City,KS,2757,31.266666
2,Tecumseh,KS,291855,31.800000
45,Topeka,KS,218424,34.433333
2,Ulysses,KS,7923,32.400000
2,Valley Center,KS,538741,30.666666
2,Wakeeney,KS,2986,31.900000
4,Wamego,KS,29341,32.066666
1,Wathena,KS,7864,33.300000
4,Wellington,KS,23674,33.633333
89,Wichita,KS,503889,29.833333
5,Winfield,KS,36288,32.400000
2,Yates Center,KS,11780,33.433333
4,Albany,KY,31109,32.900000
4,Alexandria,KY,90908,30.600000
35,Ashland,KY,85871,35.233333
10,Barbourville,KY,67234,34.900000
7,Bardstown,KY,44319,31.266666
6,Beaver Dam,KY,24075,33.500000
2,Bellevue,KY,90908,30.600000
12,Benton,KY,106543,34.600000
28,Berea,KY,132036,35.700000
68,Bowling Green,KY,159559,34.100000
3,Brandenburg,KY,29237,35.233333
4,Burkesville,KY,37894,34.766666
2,Burlington,KY,123316,31.400000
9,Cadiz,KY,35733,33.800000
4,Calvert City,KY,96893,34.600000
21,Campbellsville,KY,70247,33.633333
2,Cannonsburg,KY,85871,35.233333
4,Carrollton,KY,10900,32.966666
5,Catlettsburg,KY,65012,35.433333
12,Cave City,KY,60997,33.500000
10,Central City,KY,40687,33.100000
3,Cold Spring,KY,90908,30.600000
13,Columbia,KY,66267,34.966666
29,Corbin,KY,126696,35.400000
5,Covington,KY,161711,31.800000
2,Crescent Springs,KY,161711,31.800000
15,Crittenden,KY,332595,35.366666
4,Cumberland,KY,52495,35.966666
9,Cynthiana,KY,45602,33.833333
14,Danville,KY,53119,36.866666
20,Dry Ridge,KY,58333,35.366666
5,Eddyville,KY,22798,33.500000
2,Edgewood,KY,285027,32.000000
8,Edmonton,KY,46778,34.600000
14,Elizabethtown,KY,107025,31.433333
4,Eminence,KY,58932,34.600000
9,Erlanger,KY,285027,32.000000
2,Falmouth,KY,23098,34.333333
1,Flatwoods,KY,36707,34.966666
3,Flemingsburg,KY,14560,34.600000
23,Florence,KY,285027,32.000000
4,Fort Campbell,KY,184468,33.000000
4,Fort Knox,KY,136262,35.233333
2,Fort Wright,KY,161711,31.800000
36,Frankfort,KY,140223,34.266666
16,Franklin,KY,37748,33.500000
7,Fulton,KY,48823,34.233333
23,Georgetown,KY,374524,33.833333
20,Glasgow,KY,52600,34.200000
1,Glendale,KY,107025,31.433333
1,Goody,KY,64178,35.600000
16,Grayson,KY,79903,35.433333
6,Greensburg,KY,54681,34.466666
3,Greenup,KY,36707,34.966666
7,Greenville,KY,119259,33.266666
3,Hardinsburg,KY,20071,33.533333
6,Harlan,KY,28543,33.366666
15,Harrodsburg,KY,61752,33.366666
19,Hazard,KY,44365,37.766666
5,Hebron,KY,123316,31.400000
9,Henderson,KY,46513,33.100000
2,Highland Heights,KY,90908,30.600000
2,Hillview,KY,826724,33.866666
5,Hodgenville,KY,121176,32.433333
11,Hopkinsville,KY,75427,32.166666
1,Hyden,KY,11170,35.266666
4,Independence,KY,285027,32.000000
2,Inez,KY,12743,36.900000
9,Irvine,KY,22199,33.400000
13,Jackson,KY,37465,37.666666
6,Jeffersontown,KY,826724,33.866666
2,Junction City,KY,53119,36.866666
1,Kuttawa,KY,8351,32.800000
10,La Grange,KY,76730,34.600000
2,Lancaster,KY,41374,36.900000
1,Latonia,KY,161711,31.800000
9,Lawrenceburg,KY,94591,34.733333
10,Lebanon,KY,31923,33.633333
2,Lebanon Junction,KY,182921,33.866666
15,Leitchfield,KY,58106,34.100000
83,Lexington,KY,485023,33.833333
2,Liberty,KY,16082,34.933333
24,London,KY,81018,34.300000
1,Lone Oak,KY,65549,31.166666
17,Louisa,KY,77755,36.900000
163,Louisville,KY,931750,34.000000
1,Lyndon,KY,750828,33.366666
9,Madisonville,KY,46718,34.266666
8,Manchester,KY,81018,34.300000
6,Marion,KY,31638,33.533333
1,Martin,KY,38949,36.233333
2,Marysville,KY,826724,33.866666
21,Mayfield,KY,111297,34.600000
11,Maysville,KY,31347,34.966666
8,Middlesboro,KY,28183,33.700000
3,Middletown,KY,750828,33.366666
7,Monticello,KY,84417,32.666666
40,Morehead,KY,84937,35.100000
3,Morganfield,KY,28433,35.466666
2,Morgantown,KY,12840,33.766666
28,Mount Sterling,KY,94469,34.233333
20,Mount Vernon,KY,178716,35.700000
7,Mount Washington,KY,844140,34.800000
1,Muldraugh,KY,29237,35.233333
2,Munfordville,KY,18366,33.500000
12,Murray,KY,75199,32.766666
6,Newport,KY,90908,30.600000
7,Nicholasville,KY,49635,32.100000
4,Oak Grove,KY,75427,32.166666
4,Olive Hill,KY,72410,35.233333
42,Owensboro,KY,153866,33.100000
2,Owingsville,KY,38704,33.633333
31,Paducah,KY,96893,34.600000
7,Paintsville,KY,23383,37.233333
8,Paris,KY,427050,33.833333
11,Pikeville,KY,64178,35.600000
3,Pineville,KY,28183,33.700000
1,Pleasure Ridge Park,KY,750828,33.366666
1,Powderly,KY,31181,33.100000
11,Prestonsburg,KY,103127,36.266666
16,Princeton,KY,91731,34.266666
9,Radcliff,KY,107025,31.433333
13,Richmond,KY,84786,31.066666
16,Russell Springs,KY,115847,34.966666
7,Russellville,KY,44184,33.366666
2,Scottsville,KY,20210,33.500000
8,Shelbyville,KY,43614,33.600000
7,Shepherdsville,KY,75896,33.866666
6,Smiths Grove,KY,171812,34.100000
11,Somerset,KY,63593,31.766666
3,South Corbin,KY,126696,35.400000
4,South Williamson,KY,64178,35.600000
10,Springfield,KY,76242,33.633333
2,St. Matthews,KY,750828,33.366666
9,Stanford,KY,57456,36.900000
6,Stanton,KY,53878,33.766666
2,Sturgis,KY,24130,35.133333
3,Sulpher,KY,85517,34.600000
3,Taylor Mill,KY,161711,31.800000
4,Tompkinsville,KY,17640,34.766666
3,Union,KY,285027,32.000000
2,Valley Station,KY,826724,33.866666
1,Vanceburg,KY,13835,34.966666
5,Versailles,KY,74712,32.500000
7,Walton,KY,285027,32.000000
4,West Liberty,KY,57936,35.233333
3,Whitesburg,KY,23952,35.966666
1,Whitley City,KY,18069,32.633333
13,Williamsburg,KY,53568,34.000000
14,Winchester,KY,341276,31.900000
5,Abbeville,LA,58723,33.200000
18,Alexandria,LA,132373,33.433333
1,Algiers,LA,369250,31.300000
15,Amite,LA,266454,35.766666
2,Avondale,LA,31432,32.433333
5,Baker,LA,444526,32.800000
2,Barksdale Afb,LA,122197,32.700000
6,Bastrop,LA,27559,36.600000
97,Baton Rouge,LA,444526,32.800000
9,Bayou Vista,LA,129449,36.400000
2,Belle Chasse,LA,23921,33.766666
9,Bogalusa,LA,286123,35.400000
20,Bossier City,LA,122197,32.700000
3,Boutte,LA,52681,33.066666
12,Breaux Bridge,LA,149755,34.866666
12,Broussard,LA,223754,35.300000
1,Brusly,LA,24106,32.666666
6,Bunkie,LA,257667,37.533333
4,Carencro,LA,180691,37.533333
1,Central,LA,444526,32.800000
7,Chalmette,LA,41635,33.966666
3,Church Point,LA,242603,37.533333
4,Columbia,LA,196580,37.133333
2,Coushatta,LA,48419,35.933333
13,Covington,LA,239453,29.866666
11,Crowley,LA,120635,33.200000
5,Cutoff,LA,14927,35.700000
4,De Quincy,LA,230774,34.133333
10,De Ridder,LA,90150,35.666666
6,Delhi,LA,53636,36.700000
7,Denham Springs,LA,131942,32.466666
4,Destrehan,LA,52681,33.066666
9,Donaldsonville,LA,190262,36.166666
15,Eunice,LA,179284,37.533333
2,Farmerville,LA,69372,35.133333
2,Ferriday,LA,25319,34.666666
1,Fort Polk,LA,53869,35.666666
3,Franklin,LA,53697,36.400000
3,Franklinton,LA,286123,35.400000
2,Geismar,LA,112286,33.200000
13,Gonzales,LA,112286,33.200000
1,Grambling,LA,46953,33.333333
7,Gray,LA,126820,37.400000
2,Greenwell Springs,LA,444526,32.800000
20,Gretna,LA,400682,32.433333
18,Hammond,LA,255383,35.166666
8,Harvey,LA,31432,32.433333
3,Homer,LA,16828,34.266666
23,Houma,LA,126820,37.400000
6,Iowa,LA,628169,34.133333
9,Jefferson,LA,400682,32.433333
1,Jena,LA,227055,33.766666
9,Jennings,LA,495588,33.733333
5,Jonesboro,LA,30292,36.966666
17,Kenner,LA,31432,32.433333
2,Kinder,LA,459215,36.366666
14,La Place,LA,97439,36.100000
1,Lacompte,LA,132373,33.433333
39,Lafayette,LA,97029,30.600000
26,Lake Charles,LA,634871,34.666666
1,Lake Providence,LA,7526,36.933333
8,Leesville,LA,53869,35.666666
2,Luling,LA,52681,33.066666
8,Mandeville,LA,239453,29.866666
3,Mansfield,LA,26963,35.633333
2,Mansura,LA,174005,36.400000
3,Many,LA,24325,35.233333
5,Marksville,LA,174005,36.400000
9,Marrero,LA,31432,32.433333
3,Meraux,LA,41635,33.966666
27,Metairie,LA,31432,32.433333
16,Minden,LA,71844,36.966666
19,Monroe,LA,155363,32.833333
27,Morgan City,LA,129449,36.400000
4,Moss Bluff,LA,628169,34.133333
1,Natalbany,LA,123441,35.166666
14,Natchitoches,LA,54436,35.933333
50,New Iberia,LA,282477,35.300000
46,New Orleans,LA,400682,32.433333
3,New Roads,LA,22726,32.533333
7,Oakdale,LA,191622,36.366666
11,Opelousas,LA,117372,37.533333
1,Patterson,LA,53697,36.400000
18,Pineville,LA,196073,36.400000
9,Plaquemine,LA,57334,36.166666
4,Ponchatoula,LA,123441,35.166666
5,Port Allen,LA,24106,32.666666
1,Port Barre,LA,83662,37.533333
2,Prairieville,LA,112286,33.200000
3,Raceland,LA,14927,35.700000
9,Rayne,LA,217664,33.200000
9,Rayville,LA,196845,36.066666
3,River Ridge,LA,31432,32.433333
21,Ruston,LA,85588,35.133333
8,Scott,LA,158941,32.666666
67,Shreveport,LA,379290,33.066666
22,Slidell,LA,239453,29.866666
1,Sorrento,LA,112286,33.200000
1,South Fort Polk,LA,53869,35.666666
5,Springhill,LA,163137,34.200000
1,St. Francisville,LA,15405,33.533333
1,St. Rose,LA,52681,33.066666
11,Sulphur,LA,194493,34.133333
7,Tallulah,LA,17108,36.700000
1,Terrytown,LA,31432,32.433333
16,Thibodaux,LA,149846,37.400000
4,Vidalia,LA,20365,33.900000
6,Ville Platte,LA,117372,37.533333
1,Vinton,LA,194493,34.133333
1,Vivian,LA,257093,33.066666
5,Walker,LA,131942,32.466666
1,Watson,LA,131942,32.466666
10,West Monroe,LA,155363,32.833333
2,Westlake,LA,194493,34.133333
3,Westwego,LA,31432,32.433333
3,Winnfield,LA,15000,33.300000
4,Winnsboro,LA,20561,34.900000
7,Zachary,LA,464534,34.633333
1,Abington,MA,499759,23.800000
2,Acton,MA,1537215,23.333333
1,Adams,MA,130016,23.200000
1,Agawam,MA,465923,27.100000
1,Allston,MA,744426,22.300000
2,Amesbury,MA,755618,23.566666
2,Andover,MA,2292833,23.566666
1,Ashland,MA,1537215,23.333333
2,Athol,MA,877703,24.900000
3,Attleboro,MA,551082,27.233333
1,Attleboro Falls,MA,551082,27.233333
6,Auburn,MA,806163,24.900000
3,Ayer,MA,1537215,23.333333
1,Bedford,MA,1537215,23.333333
1,Belchertown,MA,159795,22.766666
1,Bellingham,MA,681845,21.200000
5,Beverly,MA,755618,23.566666
5,Billerica,MA,1537215,23.333333
11,Blandford,MA,755734,27.100000
47,Boston,MA,1426271,22.300000
2,Bourne,MA,715182,23.800000
1,Bradford,MA,755618,23.566666
3,Braintree,MA,681845,21.200000
7,Bridgewater,MA,1050841,27.233333
3,Brighton,MA,1426271,22.300000
14,Brockton,MA,499759,23.800000
2,Brookline,MA,1426271,22.300000
3,Burlington,MA,1537215,23.333333
4,Buzzards Bay,MA,715182,23.800000
12,Cambridge,MA,1537215,23.333333
1,Canton,MA,681845,21.200000
7,Charlton,MA,806163,24.900000
4,Charlton City,MA,806163,24.900000
2,Chelmsford,MA,1537215,23.333333
6,Chelsea,MA,2281641,23.333333
6,Chicopee,MA,465923,27.100000
3,Clinton,MA,806163,24.900000
6,Danvers,MA,755618,23.566666
8,Dorchester,MA,744426,22.300000
4,Dracut,MA,2292833,23.566666
6,East Boston,MA,2281641,23.333333
1,East Falmouth,MA,215423,19.933333
1,East Longmeadow,MA,465923,27.100000
1,East Taunton,MA,551082,27.233333
1,East Walpole,MA,681845,21.200000
2,East Wareham,MA,499759,23.800000
2,Easthampton,MA,159795,22.766666
1,Easton,MA,551082,27.233333
6,Everett,MA,1537215,23.333333
4,Fairhaven,MA,551082,27.233333
11,Fall River,MA,551082,27.233333
8,Fitchburg,MA,806163,24.900000
4,Foxboro,MA,681845,21.200000
13,Framingham,MA,1537215,23.333333
5,Franklin,MA,681845,21.200000
5,Gardner,MA,806163,24.900000
1,Gloucester,MA,755618,23.566666
1,Greatbarrington,MA,130016,23.200000
5,Greenfield,MA,71540,24.366666
5,Hadley,MA,159795,22.766666
3,Hanover,MA,499759,23.800000
1,Hanscom Afb,MA,1537215,23.333333
1,Hanson,MA,499759,23.800000
7,Haverhill,MA,755618,23.566666
1,Holbrook,MA,681845,21.200000
1,Holden,MA,806163,24.900000
6,Holyoke,MA,465923,27.100000
8,Hudson,MA,2343378,24.900000
7,Hyannis,MA,215423,19.933333
4,Hyde Park,MA,744426,22.300000
5,Kingston,MA,499759,23.800000
1,Lanesboro,MA,130016,23.200000
6,Lawrence,MA,755618,23.566666
8,Lee,MA,1667231,23.633333
9,Leominster,MA,806163,24.900000
2,Lexington,MA,1537215,23.333333
11,Lowell,MA,1537215,23.333333
8,Ludlow,MA,465923,27.100000
2,Lunenburg,MA,2343378,24.900000
8,Lynn,MA,755618,23.566666
8,Malden,MA,2281641,23.333333
1,Mansfield,MA,551082,27.233333
6,Marlborough,MA,1537215,23.333333
2,Marshfield,MA,499759,23.800000
1,Mattapan,MA,744426,22.300000
2,Maynard,MA,1537215,23.333333
4,Medford,MA,1537215,23.333333
2,Medway,MA,681845,21.200000
10,Methuen,MA,755618,23.566666
2,Middleboro,MA,499759,23.800000
5,Milford,MA,806163,24.900000
2,Millis,MA,2219060,23.333333
9,Natick,MA,1537215,23.333333
1,Needham,MA,681845,21.200000
9,New Bedford,MA,551082,27.233333
2,Newburyport,MA,755618,23.566666
5,Newton,MA,2281641,23.333333
4,North Adams,MA,201556,24.366666
2,North Andover,MA,755618,23.566666
4,North Attleborough,MA,1232927,27.233333
2,North Bridgewater,MA,1050841,27.233333
1,North Carver,MA,499759,23.800000
6,North Dartmouth,MA,551082,27.233333
1,North Easton,MA,551082,27.233333
1,North Grafton,MA,806163,24.900000
2,North Reading,MA,1537215,23.333333
2,North Weymouth,MA,681845,21.200000
3,Northampton,MA,159795,22.766666
1,Norton,MA,551082,27.233333
3,Norwell,MA,499759,23.800000
4,Norwood,MA,681845,21.200000
1,Orleans,MA,215423,19.933333
1,Oxford,MA,806163,24.900000
6,Palmer,MA,625718,27.100000
6,Peabody,MA,755618,23.566666
1,Pembroke,MA,499759,23.800000
10,Pittsfield,MA,130016,23.200000
2,Plainville,MA,681845,21.200000
8,Plymouth,MA,715182,23.800000
10,Quincy,MA,681845,21.200000
4,Randolph,MA,681845,21.200000
8,Raynham,MA,1050841,27.233333
2,Reading,MA,1537215,23.333333
18,Revere,MA,3037259,23.566666
3,Rockland,MA,499759,23.800000
4,Roslindale,MA,744426,22.300000
1,Rowley,MA,755618,23.566666
2,Roxbury,MA,744426,22.300000
1,Sagamore,MA,215423,19.933333
9,Salem,MA,755618,23.566666
21,Saugus,MA,3037259,23.566666
4,Seekonk,MA,551082,27.233333
4,Shrewsbury,MA,806163,24.900000
4,Somerset,MA,551082,27.233333
4,Somerville,MA,1537215,23.333333
1,Sommerville,MA,1537215,23.333333
4,South Attleboro,MA,551082,27.233333
1,South Boston,MA,744426,22.300000
2,South Dennis,MA,215423,19.933333
2,South Easton,MA,1050841,27.233333
2,South Yarmouth,MA,215423,19.933333
1,Southborough,MA,806163,24.900000
1,Southbridge,MA,806163,24.900000
1,Southwick,MA,465923,27.100000
1,Spencer,MA,806163,24.900000
23,Springfield,MA,465923,27.100000
1,Stoneham,MA,1537215,23.333333
6,Stoughton,MA,681845,21.200000
3,Sturbridge,MA,806163,24.900000
5,Swansea,MA,551082,27.233333
6,Taunton,MA,551082,27.233333
1,Teaticket,MA,215423,19.933333
5,Tewksbury,MA,1537215,23.333333
1,Townsend,MA,1537215,23.333333
1,Tyngsboro,MA,1537215,23.333333
1,Uxbridge,MA,806163,24.900000
1,Wakefield,MA,1537215,23.333333
1,Walpole,MA,681845,21.200000
6,Waltham,MA,1537215,23.333333
2,Ware,MA,965958,24.900000
2,Wareham,MA,499759,23.800000
1,Watertown,MA,1537215,23.333333
3,Webster,MA,806163,24.900000
1,West Barnstable,MA,215423,19.933333
1,West Boylston,MA,806163,24.900000
2,West Bridgewater,MA,499759,23.800000
